Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
i went by what other reviewers said and ordered a size larger than i thought i needed and it was perfect  the quality was better than what was offered at our local shops but still what you would expect for a halloween costume  the price was also more reasonable than our local shops so we took a chance ordering close to halloween and it arrived in time  very happy,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"i dont get the negative reviews here  i wear undershirts every day under a dress shirt and this is the best vneck i have found in awhile  i find with most vnecks the collars suck  either way too deep and you see an imprint of a deep v under your dress shirt or they have a thick collar thats too tight  this is pretty close to just right  just low enough that you cant see it but not so low that its way under the neck line of your dress shirt brooks bros iron free top button left unbuttoned

yes the material is thin  i like that its an undershirt  material is soft and seems to be high quality",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
some how it is 8cm longer than what i bought from ck store the material is a bit different but it is still a nice tshirt,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this costume is trash i ordered it twice thinking the first time may have been a fluke the skirt material comes all stuck together almost like its melted when you pull it apart the color is ruined where it was stuck together spend the extra money and get a good quality costume,Negative,Negative,Positive,Negative,Negative,1,1,1,5,1,1.0,1.0,1.0,2.2
the accessories are great the fabric of the dress reminds me of childrens polyester pajamas that can never come out of the dryer good it is super cheap i will keep the accessories and make my own skirt and top,Negative,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
"just got my ring today only took 3 days it comes in an adorable pink heart shaped box wa ribbon tie on top it is just as beautiful in person as it is on here looks exactly like the picture and fits perfectly i am a size 5 and it fits perfectly both rings look so pretty paired together on the same finger also
my friends dont know its not real and i am getting plenty of very positive feedback they love it i was gonna get a real ring when taxes come but this is so beautiful its not necessary you will not regret buying this ring",Neutral,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
"this flapper dress is well made for a costume i bought one for myself and then bought 5 more for the seniors in my dance class for a senior center party although we took measurements and checked the measurements against the size chart i had to return 3 costumes and swap one costume the dance teacher who usually wears a medium swapped her dress for an xl two women who normally wear large had to exchange their dresses for xl one woman who wears an xl exchanged her dress for a 2x only one large dress fit i would suggest that you order a size or two larger than you normally wear
we probably can get many years of wear out of this costume",Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this helmet is part of the aeromax astronaut costume and while it is fun and has clever buttons on it there is only one message that plays when you hit the button  secondly the visor arrived broken  parts are cheap and cheaply put together  not worth the money,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
this helmet is huge you could have a head as big as andre the giant and still fit into this helmet it makes my son 55 yrs normal size look like a bobble head it is so big and clunky that he takes if off after half a minute he does not play with it at all we bought it for a halloween costume with the white astronaut suit and the suit is really cute and realistic but this helmet is definitely not you cant even hear the sounds unless you are wearing the helmet so the blastoff can only be enjoyed by the wearer and that is the only sound just a countdown and blastoff no mission control stuff and anything else plus the flipping visor comes off a lot my son has a great imagination and had more fun with a helmet we made from a box before we bought the helmet than he did with this helmet wish i hadnt bought it but could not return it after i had opened it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
fit well but one of the sleeves wasnt sewn on stiching missed the fabric  good thing we decided to iron a few weeks prior to the event  apparently you get what you pay for,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
needs to be iron and its takes a long time to do that i wont buy them again,Negative,Neutral,Negative,Positive,Positive,5,5,3,1,1,2.2,2.2,1.6,1.0
it is a very nice and sturdy chain the clasp is big enough to openclose with no difficulty looks good very bright and shiny,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i needed a new bag that was smaller and had a strap  the big issue with this bag is the laptop compartment maybe i missed the description but my 156 hp laptop will not fit in the laptop compartment which was a huge disappointment but it worked out okay i instead put my ipad in there and i bought an extra neoprene sleeve for the laptop  i need to be able to carry both for the program i am in and work  in addition to a laptop and ipad i need room for books and this bag is suitable for how many i carry  the side pockets work great for cords  overall a decent bag its a little thin and the strap connections concern me a little for how much weight it will hold but for 38 dollars i am satisfied with this buy,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very nice traditionalstyle leather dopp kit  lightweight nice lining rather pricey but feels more upscale despite somewhat thin leather than cheaper ones  will it last  aside from a little higherend feel and look whether it lasts long will be the real test,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great fit my daughter is a size 4 looks awesome well made,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was a hit at the party  fit comfortably and was decent quality for the low price  the headband was a little flimsy super small feather but that was an easy fix  it was cold the night i wore it and i found it surprisingly warm thats the polyester  anyways it was cute and im glad it fit true to size,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very good,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
came fast and was perfect for halloween it was a little looser than i would have liked but it fit for the time period and i received a ton of compliments all night the feather headband was by far the best part of the costume so fun,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
no more are the days of getting sun burned on my face and neck and having the people of the public mock me for my utterly disgusting sun burn,Positive,Negative,Negative,Neutral,Positive,3,5,1,1,5,4.4,5.0,3.8,3.8
i bought these to dress up as a christmas elf i was surprised at their quality and fit for onesize tights these fit beautifully look great and i expect them to wash and wear well they are warm too,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought two of these right off the bat since the price was unbelievably reasonable  i am so glad that i did because the quality of these chains is unsurpassed  strong yet delicate box link and they sparkle stunningly  i actually double up wear two at a time with some of my heavier pendants  highly recommended and i will definitely purchase from this seller again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great costume for halloween only downside is the fake boots because the costume size runs large i got a medium which fit fine however the shoe length was too short probably about shoes size 7 whereas i wear size 10 they kept popping up over my shoes also its a one wear deal  the costume cannot be washed or dry cleaned,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the tights are of good quality fit well and are as vibrant as you can imagine   they are the perfect accent to my bee costume,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
awesome hat,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"if i could give this item no stars i would i took my measurements before ordering this and ordered a large based on what was on their sizing chart it is much too large  the back is huge and poofy the skirt is made of some shiny material that sticks to itself and when you manage to peel the skirt apart the color comes off of it and looks terrible the tissue paper somehow managed to stick to the tiara and cant be peeled off of the star the cape stuck to the skirt too and when i peeled the cape off the color came off the skirt and the cape

its too bad that i ordered this costume so late because its unwearable which leaves me with nothing for halloween i will absolutely be returning this costume immediately",Positive,Negative,Negative,Positive,Negative,5,1,1,1,1,2.2,1.0,1.0,1.0
the dress was to small it was not the color i wanted but it fitted my niece who is a childs x large,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,1,2.2,2.2,1.6,1.0
